state	count	event type	study population	race	year
Kansas	72764	Incidence	14153788	All Races	2009
Kansas	26739	Mortality	14046639	All Races	2009
Kansas	14676	Incidence	2808076	All Races	2008
Kansas	5294	Mortality	2808076	All Races	2008
Kansas	14537	Incidence	2832704	All Races	2009
Kansas	5319	Mortality	2832704	All Races	2009
Kansas	14449	Incidence	2858837	All Races	2010
Kansas	5377	Mortality	2859143	All Races	2010
Kansas	14572	Incidence	2870386	All Races	2011
Kansas	5377	Mortality	2859143	All Races	2011
Kansas	585	Incidence	164954	Black	1999
Kansas	268	Mortality	164954	Black	1999
Kansas	575	Incidence	168056	Black	2000
Kansas	272	Mortality	168056	Black	2000
Kansas	535	Incidence	169671	Black	2001
Kansas	297	Mortality	169671	Black	2001
Kansas	581	Incidence	171790	Black	2002
Kansas	291	Mortality	171790	Black	2002
Kansas	603	Incidence	173096	Black	2003
Kansas	253	Mortality	173096	Black	2003
Kansas	576	Incidence	175310	Black	2004
Kansas	270	Mortality	175310	Black	2004
Kansas	631	Incidence	176749	Black	2005
Kansas	292	Mortality	176749	Black	2005
Kansas	598	Incidence	180509	Black	2006
Kansas	267	Mortality	180509	Black	2006
Kansas	630	Incidence	183812	Black	2007
Kansas	245	Mortality	183812	Black	2007
Kansas	3465	Incidence	960144	Black	2009
Kansas	1373	Mortality	941528	Black	2009
Kansas	716	Incidence	188485	Black	2008
Kansas	265	Mortality	188485	Black	2008
Kansas	683	Incidence	192058	Black	2009
Kansas	304	Mortality	192058	Black	2009
Kansas	719	Incidence	196564	Black	2010
Kansas	292	Mortality	196664	Black	2010
Kansas	717	Incidence	199225	Black	2011
Kansas	292	Mortality	196664	Black	2011
Kansas	267	Incidence	174731	Hispanic	1999
Kansas	71	Mortality	174731	Hispanic	1999
Kansas	281	Incidence	190633	Hispanic	2000
Kansas	62	Mortality	190633	Hispanic	2000
Kansas	282	Incidence	200720	Hispanic	2001
Kansas	85	Mortality	200720	Hispanic	2001
Kansas	292	Incidence	210500	Hispanic	2002
Kansas	70	Mortality	210500	Hispanic	2002
Kansas	338	Incidence	220354	Hispanic	2003
Kansas	80	Mortality	220354	Hispanic	2003
Kansas	349	Incidence	230124	Hispanic	2004
Kansas	90	Mortality	230124	Hispanic	2004
Kansas	388	Incidence	240651	Hispanic	2005
Kansas	103	Mortality	240651	Hispanic	2005
Kansas	352	Incidence	251627	Hispanic	2006
Kansas	106	Mortality	251627	Hispanic	2006
Kansas	449	Incidence	263655	Hispanic	2007
Kansas	97	Mortality	263655	Hispanic	2007
Kansas	2324	Incidence	1441036	Hispanic	2009
Kansas	538	Mortality	1383779	Hispanic	2009
Kansas	416	Incidence	276744	Hispanic	2008
Kansas	94	Mortality	276744	Hispanic	2008
Kansas	499	Incidence	289553	Hispanic	2009
Kansas	124	Mortality	289553	Hispanic	2009
Kansas	464	Incidence	301891	Hispanic	2010
Kansas	117	Mortality	302200	Hispanic	2010
Kansas	496	Incidence	309193	Hispanic	2011
Kansas	117	Mortality	302200	Hispanic	2011
Kansas	12231	Incidence	2435163	White	1999
Kansas	5027	Mortality	2435163	White	1999
Kansas	12328	Incidence	2441127	White	2000
Kansas	4906	Mortality	2441127	White	2000
Kansas	12187	Incidence	2444755	White	2001
Kansas	5093	Mortality	2444755	White	2001
Kansas	12105	Incidence	2450143	White	2002
Kansas	5007	Mortality	2450143	White	2002
Kansas	12480	Incidence	2454735	White	2003
Kansas	5015	Mortality	2454735	White	2003
Kansas	12652	Incidence	2460978	White	2004
Kansas	4987	Mortality	2460978	White	2004
Kansas	12628	Incidence	2467205	White	2005
Kansas	5061	Mortality	2467205	White	2005
Kansas	12868	Incidence	2478392	White	2006
Kansas	4982	Mortality	2478392	White	2006
Kansas	13445	Incidence	2492659	White	2007
Kansas	5079	Mortality	2492659	White	2007
Kansas	66652	Incidence	12617815	White	2009
Kansas	24902	Mortality	12547213	White	2009
Kansas	13492	Incidence	2508363	White	2008
Kansas	4934	Mortality	2508363	White	2008
Kansas	13344	Incidence	2525097	White	2009
Kansas	4918	Mortality	2525097	White	2009
Kansas	13178	Incidence	2542740	White	2010
Kansas	4989	Mortality	2542702	White	2010
Kansas	13193	Incidence	2548956	White	2011
Kansas	4989	Mortality	2542702	White	2011
Kentucky	20882	Incidence	4018053	All Races	1999
Kentucky	8925	Mortality	4018053	All Races	1999
Kentucky	21348	Incidence	4049021	All Races	2000
Kentucky	9207	Mortality	4049021	All Races	2000
Kentucky	21887	Incidence	4068132	All Races	2001
Kentucky	9358	Mortality	4068132	All Races	2001
Kentucky	21878	Incidence	4089875	All Races	2002
Kentucky	9438	Mortality	4089875	All Races	2002
Kentucky	21989	Incidence	4117170	All Races	2003
Kentucky	9378	Mortality	4117170	All Races	2003
Kentucky	22470	Incidence	4146101	All Races	2004
Kentucky	9159	Mortality	4146101	All Races	2004
Kentucky	22720	Incidence	4182742	All Races	2005
Kentucky	9505	Mortality	4182742	All Races	2005
Kentucky	23915	Incidence	4219239	All Races	2006
Kentucky	9394	Mortality	4219239	All Races	2006
Kentucky	24475	Incidence	4256672	All Races	2007
Kentucky	9692	Mortality	4256672	All Races	2007
Kentucky	124058	Incidence	21577093	All Races	2009
Kentucky	48239	Mortality	21430086	All Races	2009
Kentucky	24601	Incidence	4289878	All Races	2008
Kentucky	9589	Mortality	4289878	All Races	2008
Kentucky	24799	Incidence	4317074	All Races	2009
Kentucky	9634	Mortality	4317074	All Races	2009
Kentucky	25297	Incidence	4346655	All Races	2010
Kentucky	9930	Mortality	4347223	All Races	2010
Kentucky	24886	Incidence	4366814	All Races	2011
Kentucky	9930	Mortality	4347223	All Races	2011
Kentucky	1178	Incidence	303644	Black	1999
Kentucky	586	Mortality	303644	Black	1999
Kentucky	1302	Incidence	309072	Black	2000
Kentucky	621	Mortality	309072	Black	2000
Kentucky	1320	Incidence	314168	Black	2001
Kentucky	610	Mortality	314168	Black	2001
Kentucky	1361	Incidence	318571	Black	2002
Kentucky	615	Mortality	318571	Black	2002
Kentucky	1354	Incidence	322254	Black	2003
Kentucky	631	Mortality	322254	Black	2003
Kentucky	1355	Incidence	328546	Black	2004
Kentucky	582	Mortality	328546	Black	2004
Kentucky	1380	Incidence	334402	Black	2005
Kentucky	582	Mortality	334402	Black	2005
Kentucky	1369	Incidence	339736	Black	2006
Kentucky	608	Mortality	339736	Black	2006
Kentucky	1375	Incidence	347061	Black	2007
Kentucky	597	Mortality	347061	Black	2007
Kentucky	7407	Incidence	1795263	Black	2009
Kentucky	3069	Mortality	1763508	Black	2009
Kentucky	1500	Incidence	352036	Black	2008
Kentucky	591	Mortality	352036	Black	2008
Kentucky	1519	Incidence	359228	Black	2009
Kentucky	655	Mortality	359228	Black	2009
Kentucky	1522	Incidence	365192	Black	2010
Kentucky	618	Mortality	365447	Black	2010
Kentucky	1491	Incidence	371746	Black	2011
Kentucky	618	Mortality	365447	Black	2011
Kentucky	0	Incidence	50110	Hispanic	1999
Kentucky	35	Mortality	50110	Hispanic	1999
Kentucky	0	Incidence	60730	Hispanic	2000
Kentucky	36	Mortality	60730	Hispanic	2000
Kentucky	0	Incidence	67160	Hispanic	2001
Kentucky	46	Mortality	67160	Hispanic	2001
Kentucky	0	Incidence	73197	Hispanic	2002
Kentucky	37	Mortality	73197	Hispanic	2002
Kentucky	0	Incidence	80016	Hispanic	2003
Kentucky	36	Mortality	80016	Hispanic	2003
Kentucky	0	Incidence	87207	Hispanic	2004
Kentucky	43	Mortality	87207	Hispanic	2004
Kentucky	0	Incidence	95238	Hispanic	2005
Kentucky	41	Mortality	95238	Hispanic	2005
Kentucky	0	Incidence	102180	Hispanic	2006
Kentucky	34	Mortality	102180	Hispanic	2006
Kentucky	0	Incidence	110919	Hispanic	2007
Kentucky	64	Mortality	110919	Hispanic	2007
Kentucky	0	Incidence	626766	Hispanic	2009
Kentucky	192	Mortality	591834	Hispanic	2009
Kentucky	0	Incidence	118362	Hispanic	2008
Kentucky	30	Mortality	118362	Hispanic	2008
Kentucky	0	Incidence	126724	Hispanic	2009
Kentucky	29	Mortality	126724	Hispanic	2009
Kentucky	0	Incidence	133522	Hispanic	2010
Kentucky	35	Mortality	133649	Hispanic	2010
Kentucky	0	Incidence	137239	Hispanic	2011
Kentucky	35	Mortality	133649	Hispanic	2011
Kentucky	19536	Incidence	3676835	White	1999
Kentucky	8325	Mortality	3676835	White	1999
Kentucky	19913	Incidence	3695886	White	2000
Kentucky	8562	Mortality	3695886	White	2000
Kentucky	20436	Incidence	3707359	White	2001
Kentucky	8720	Mortality	3707359	White	2001
Kentucky	20382	Incidence	3722159	White	2002
Kentucky	8802	Mortality	3722159	White	2002
Kentucky	20443	Incidence	3743343	White	2003
Kentucky	8713	Mortality	3743343	White	2003
Kentucky	20899	Incidence	3763011	White	2004
Kentucky	8558	Mortality	3763011	White	2004
Kentucky	21112	Incidence	3790752	White	2005
Kentucky	8891	Mortality	3790752	White	2005
Kentucky	22324	Incidence	3819323	White	2006
Kentucky	8756	Mortality	3819323	White	2006
Kentucky	22828	Incidence	3846623	White	2007
Kentucky	9056	Mortality	3846623	White	2007
Kentucky	114811	Incidence	19440530	White	2009
Kentucky	45023	Mortality	19338616	White	2009
Kentucky	22860	Incidence	3872310	White	2008
Kentucky	8974	Mortality	3872310	White	2008
Kentucky	23008	Incidence	3889498	White	2009
Kentucky	8949	Mortality	3889498	White	2009
Kentucky	23418	Incidence	3910651	White	2010
Kentucky	9288	Mortality	3910862	White	2010
Kentucky	22697	Incidence	3921448	White	2011
Kentucky	9288	Mortality	3910862	White	2011
Los Angeles	35392	Incidence	9437290	All Races	1999
Los Angeles	35272	Incidence	9538191	All Races	2000
Los Angeles	36591	Incidence	9626034	All Races	2001
Los Angeles	36502	Incidence	9705913	All Races	2002
Los Angeles	36120	Incidence	9767145	All Races	2003
Los Angeles	37216	Incidence	9793263	All Races	2004
Los Angeles	37338	Incidence	9786373	All Races	2005
Los Angeles	36690	Incidence	9737955	All Races	2006
Los Angeles	38448	Incidence	9700359	All Races	2007
Los Angeles	193541	Incidence	48937692	All Races	2009
Los Angeles	38602	Incidence	9735147	All Races	2008
Los Angeles	39240	Incidence	9787400	All Races	2009
Los Angeles	38747	Incidence	9825761	All Races	2010
Los Angeles	38504	Incidence	9889025	All Races	2011
Los Angeles	4217	Incidence	1015375	Black	1999
Los Angeles	4176	Incidence	1011798	Black	2000
Los Angeles	4198	Incidence	1012677	Black	2001
Los Angeles	4162	Incidence	1013518	Black	2002
Los Angeles	4180	Incidence	1011615	Black	2003
Los Angeles	4377	Incidence	1006952	Black	2004
Los Angeles	4272	Incidence	998330	Black	2005
Los Angeles	4210	Incidence	985577	Black	2006
Los Angeles	4319	Incidence	974207	Black	2007
Los Angeles	21791	Incidence	4860284	Black	2009
Los Angeles	4248	Incidence	968638	Black	2008
Los Angeles	4470	Incidence	969387	Black	2009
Los Angeles	4402	Incidence	973199	Black	2010
Los Angeles	4352	Incidence	974853	Black	2011
Los Angeles	6819	Incidence	4159596	Hispanic	1999
Los Angeles	6989	Incidence	4265236	Hispanic	2000
Los Angeles	7403	Incidence	4341884	Hispanic	2001
Los Angeles	7815	Incidence	4412891	Hispanic	2002
Los Angeles	7865	Incidence	4474704	Hispanic	2003
Los Angeles	8321	Incidence	4516261	Hispanic	2004
Los Angeles	8603	Incidence	4537991	Hispanic	2005
Los Angeles	8457	Incidence	4534128	Hispanic	2006
Los Angeles	9145	Incidence	4533292	Hispanic	2007
Los Angeles	48167	Incidence	23205392	Hispanic	2009
Los Angeles	9279	Incidence	4583207	Hispanic	2008
Los Angeles	9750	Incidence	4643678	Hispanic	2009
Los Angeles	9729	Incidence	4697585	Hispanic	2010
Los Angeles	10264	Incidence	4747630	Hispanic	2011
Los Angeles	27278	Incidence	7084585	White	1999
Los Angeles	26914	Incidence	7154030	White	2000
Los Angeles	27891	Incidence	7208671	White	2001
Los Angeles	27596	Incidence	7252253	White	2002
Los Angeles	27128	Incidence	7280223	White	2003
Los Angeles	27770	Incidence	7281984	White	2004
Los Angeles	27935	Incidence	7255333	White	2005
Los Angeles	27309	Incidence	7196355	White	2006
Los Angeles	28422	Incidence	7145399	White	2007
Los Angeles	142240	Incidence	35887459	White	2009
Los Angeles	28470	Incidence	7154598	White	2008
Los Angeles	28939	Incidence	7176904	White	2009
Los Angeles	28338	Incidence	7185515	White	2010
Los Angeles	28071	Incidence	7225043	White	2011
Louisiana	20423	Incidence	4460811	All Races	1999
Louisiana	9412	Mortality	4460811	All Races	1999
Louisiana	20709	Incidence	4471885	All Races	2000
Louisiana	9400	Mortality	4471885	All Races	2000
Louisiana	21403	Incidence	4477875	All Races	2001
Louisiana	9517	Mortality	4477875	All Races	2001
Louisiana	21551	Incidence	4497267	All Races	2002
Louisiana	9441	Mortality	4497267	All Races	2002
Louisiana	21593	Incidence	4521042	All Races	2003
Louisiana	9532	Mortality	4521042	All Races	2003
Louisiana	22046	Incidence	4552238	All Races	2004
Louisiana	9434	Mortality	4552238	All Races	2004
Louisiana	21048	Incidence	4411396	All Races	2005
Louisiana	9249	Mortality	4411396	All Races	2005
Louisiana	21542	Incidence	4302665	All Races	2006
Louisiana	8853	Mortality	4302665	All Races	2006
Louisiana	22376	Incidence	4375581	All Races	2007
Louisiana	8736	Mortality	4375581	All Races	2007
Louisiana	115976	Incidence	22421706	All Races	2009
Louisiana	45087	Mortality	22150823	All Races	2009
Louisiana	22847	Incidence	4435586	All Races	2008
Louisiana	9197	Mortality	4435586	All Races	2008
Louisiana	23436	Incidence	4491648	All Races	2009
Louisiana	9098	Mortality	4491648	All Races	2009
Louisiana	23476	Incidence	4544125	All Races	2010
Louisiana	9203	Mortality	4545343	All Races	2010
Louisiana	23841	Incidence	4574766	All Races	2011
Louisiana	9203	Mortality	4545343	All Races	2011
Louisiana	5396	Incidence	1461433	Black	1999
Louisiana	2848	Mortality	1461433	Black	1999
Louisiana	5411	Incidence	1470682	Black	2000
Louisiana	2774	Mortality	1470682	Black	2000
Louisiana	5654	Incidence	1475975	Black	2001
Louisiana	2803	Mortality	1475975	Black	2001
Louisiana	5709	Incidence	1485575	Black	2002
Louisiana	2848	Mortality	1485575	Black	2002
Louisiana	5799	Incidence	1496609	Black	2003
Louisiana	2847	Mortality	1496609	Black	2003
Louisiana	6013	Incidence	1509822	Black	2004
Louisiana	2948	Mortality	1509822	Black	2004
Louisiana	5486	Incidence	1435848	Black	2005
Louisiana	2773	Mortality	1435848	Black	2005
Louisiana	5669	Incidence	1369467	Black	2006
Louisiana	2525	Mortality	1369467	Black	2006
Louisiana	6003	Incidence	1411396	Black	2007
Louisiana	2554	Mortality	1411396	Black	2007
Louisiana	31691	Incidence	7320733	Black	2009
Louisiana	13124	Mortality	7186063	Black	2009
Louisiana	6119	Incidence	1444476	Black	2008
Louisiana	2634	Mortality	1444476	Black	2008
Louisiana	6568	Incidence	1468988	Black	2009
Louisiana	2700	Mortality	1468988	Black	2009
Louisiana	6484	Incidence	1490837	Black	2010
Louisiana	2711	Mortality	1491736	Black	2010
Louisiana	6517	Incidence	1505036	Black	2011
Louisiana	2711	Mortality	1491736	Black	2011
Louisiana	291	Incidence	104926	Hispanic	1999
Louisiana	99	Mortality	104926	Hispanic	1999
Louisiana	330	Incidence	108997	Hispanic	2000
Louisiana	84	Mortality	108997	Hispanic	2000
Louisiana	376	Incidence	116210	Hispanic	2001
Louisiana	95	Mortality	116210	Hispanic	2001
Louisiana	342	Incidence	124055	Hispanic	2002
Louisiana	80	Mortality	124055	Hispanic	2002
Louisiana	360	Incidence	131268	Hispanic	2003
Louisiana	85	Mortality	131268	Hispanic	2003
Louisiana	362	Incidence	139738	Hispanic	2004
Louisiana	52	Mortality	139738	Hispanic	2004
Louisiana	306	Incidence	143528	Hispanic	2005
Louisiana	77	Mortality	143528	Hispanic	2005
Louisiana	343	Incidence	145440	Hispanic	2006
Louisiana	65	Mortality	145440	Hispanic	2006
Louisiana	352	Incidence	158851	Hispanic	2007
Louisiana	80	Mortality	158851	Hispanic	2007
Louisiana	2079	Incidence	908139	Hispanic	2009
Louisiana	386	Mortality	852998	Hispanic	2009
Louisiana	399	Incidence	170866	Hispanic	2008
Louisiana	75	Mortality	170866	Hispanic	2008
Louisiana	449	Incidence	183456	Hispanic	2009
Louisiana	71	Mortality	183456	Hispanic	2009
Louisiana	425	Incidence	194091	Hispanic	2010
Louisiana	95	Mortality	194385	Hispanic	2010
Louisiana	454	Incidence	200875	Hispanic	2011
Louisiana	95	Mortality	194385	Hispanic	2011
Louisiana	14913	Incidence	2915561	White	1999
Louisiana	6522	Mortality	2915561	White	1999
Louisiana	15168	Incidence	2912040	White	2000
Louisiana	6564	Mortality	2912040	White	2000
Louisiana	15581	Incidence	2910410	White	2001
Louisiana	6662	Mortality	2910410	White	2001
Louisiana	15650	Incidence	2916968	White	2002
Louisiana	6533	Mortality	2916968	White	2002
Louisiana	15556	Incidence	2926521	White	2003
Louisiana	6633	Mortality	2926521	White	2003
Louisiana	15866	Incidence	2940900	White	2004
Louisiana	6427	Mortality	2940900	White	2004
Louisiana	15374	Incidence	2875158	White	2005
Louisiana	6429	Mortality	2875158	White	2005
Louisiana	15679	Incidence	2834087	White	2006
Louisiana	6266	Mortality	2834087	White	2006
Louisiana	16221	Incidence	2861100	White	2007
Louisiana	6123	Mortality	2861100	White	2007
Louisiana	83267	Incidence	14542370	White	2009
Louisiana	31653	Mortality	14426414	White	2009
Louisiana	16561	Incidence	2883647	White	2008
Louisiana	6505	Mortality	2883647	White	2008
Louisiana	16670	Incidence	2910509	White	2009
Louisiana	6334	Mortality	2910509	White	2009
Louisiana	16769	Incidence	2937071	White	2010
Louisiana	6425	Mortality	2937071	White	2010
Louisiana	17046	Incidence	2950043	White	2011
Louisiana	6425	Mortality	2937071	White	2011
Maine	7157	Incidence	1266808	All Races	1999
Maine	3035	Mortality	1266808	All Races	1999
Maine	7575	Incidence	1277072	All Races	2000
Maine	3070	Mortality	1277072	All Races	2000
Maine	7841	Incidence	1285692	All Races	2001
Maine	3045	Mortality	1285692	All Races	2001
Maine	7885	Incidence	1295960	All Races	2002
Maine	3206	Mortality	1295960	All Races	2002
Maine	7917	Incidence	1306513	All Races	2003
Maine	3120	Mortality	1306513	All Races	2003
Maine	8332	Incidence	1313688	All Races	2004
Maine	3124	Mortality	1313688	All Races	2004
Maine	8289	Incidence	1318787	All Races	2005
Maine	3218	Mortality	1318787	All Races	2005
Maine	8620	Incidence	1323619	All Races	2006
Maine	3089	Mortality	1323619	All Races	2006
Maine	8522	Incidence	1327040	All Races	2007
Maine	3112	Mortality	1327040	All Races	2007
Maine	41887	Incidence	6643268	All Races	2009
Maine	15674	Mortality	6638137	All Races	2009
Maine	8449	Incidence	1330509	All Races	2008
Maine	3093	Mortality	1330509	All Races	2008
Maine	8314	Incidence	1329590	All Races	2009
Maine	3133	Mortality	1329590	All Races	2009
Maine	8348	Incidence	1327585	All Races	2010
Maine	3247	Mortality	1327379	All Races	2010
Maine	8254	Incidence	1328544	All Races	2011
Maine	3247	Mortality	1327379	All Races	2011
Maine	0	Incidence	7545	Black	1999
Maine	0	Mortality	7545	Black	1999
Maine	0	Incidence	8818	Black	2000
Maine	0	Mortality	8818	Black	2000
Maine	18	Incidence	9944	Black	2001
Maine	0	Mortality	9944	Black	2001
Maine	0	Incidence	11105	Black	2002
Maine	0	Mortality	11105	Black	2002
Maine	18	Incidence	12613	Black	2003
Maine	0	Mortality	12613	Black	2003
Maine	0	Incidence	13758	Black	2004
Maine	0	Mortality	13758	Black	2004
Maine	20	Incidence	15087	Black	2005
Maine	0	Mortality	15087	Black	2005
Maine	0	Incidence	16243	Black	2006
Maine	0	Mortality	16243	Black	2006
Maine	0	Incidence	17339	Black	2007
Maine	0	Mortality	17339	Black	2007
Maine	158	Incidence	95629	Black	2009
Maine	38	Mortality	91271	Black	2009
Maine	0	Incidence	18505	Black	2008
Maine	0	Mortality	18505	Black	2008
Maine	0	Incidence	19452	Black	2009
Maine	0	Mortality	19452	Black	2009
Maine	40	Incidence	19737	Black	2010
Maine	0	Mortality	19732	Black	2010
Maine	0	Incidence	20596	Black	2011
Maine	0	Mortality	19732	Black	2011
Maine	23	Incidence	8716	Hispanic	1999
Maine	0	Mortality	8716	Hispanic	1999
Maine	16	Incidence	9421	Hispanic	2000
Maine	0	Mortality	9421	Hispanic	2000
Maine	0	Incidence	10490	Hispanic	2001
Maine	0	Mortality	10490	Hispanic	2001
Maine	23	Incidence	11465	Hispanic	2002
Maine	0	Mortality	11465	Hispanic	2002
Maine	16	Incidence	12520	Hispanic	2003
Maine	0	Mortality	12520	Hispanic	2003
Maine	21	Incidence	13464	Hispanic	2004
Maine	0	Mortality	13464	Hispanic	2004
Maine	0	Incidence	14307	Hispanic	2005
Maine	0	Mortality	14307	Hispanic	2005
Maine	28	Incidence	15085	Hispanic	2006
Maine	0	Mortality	15085	Hispanic	2006
Maine	16	Incidence	15794	Hispanic	2007
Maine	0	Mortality	15794	Hispanic	2007
Maine	106	Incidence	84223	Hispanic	2009
Maine	37	Mortality	81514	Hispanic	2009
Maine	23	Incidence	16499	Hispanic	2008
Maine	0	Mortality	16499	Hispanic	2008
Maine	16	Incidence	17117	Hispanic	2009
Maine	0	Mortality	17117	Hispanic	2009
Maine	25	Incidence	17008	Hispanic	2010
Maine	0	Mortality	17019	Hispanic	2010
Maine	26	Incidence	17805	Hispanic	2011
Maine	0	Mortality	17019	Hispanic	2011
Maine	7102	Incidence	1241976	White	1999
Maine	3009	Mortality	1241976	White	1999
Maine	7514	Incidence	1249687	White	2000
Maine	3048	Mortality	1249687	White	2000
Maine	7766	Incidence	1256397	White	2001
Maine	3013	Mortality	1256397	White	2001
Maine	7780	Incidence	1264617	White	2002
Maine	3178	Mortality	1264617	White	2002
Maine	7806	Incidence	1272827	White	2003
Maine	3093	Mortality	1272827	White	2003
Maine	8205	Incidence	1278082	White	2004
Maine	3092	Mortality	1278082	White	2004
Maine	8144	Incidence	1281091	White	2005
Maine	3189	Mortality	1281091	White	2005
Maine	8455	Incidence	1284124	White	2006
Maine	3060	Mortality	1284124	White	2006
Maine	8332	Incidence	1285828	White	2007
Maine	3090	Mortality	1285828	White	2007
Maine	41044	Incidence	6421577	White	2009
Maine	15533	Mortality	6424052	White	2009
Maine	8265	Incidence	1287317	White	2008
Maine	3063	Mortality	1287317	White	2008
Maine	8132	Incidence	1284844	White	2009
Maine	3104	Mortality	1284844	White	2009
Maine	8207	Incidence	1282108	White	2010
Maine	3216	Mortality	1281939	White	2010
Maine	8108	Incidence	1281480	White	2011
Maine	3216	Mortality	1281939	White	2011
Maryland	24778	Incidence	5254509	All Races	1999
Maryland	10143	Mortality	5254509	All Races	1999
Maryland	25110	Incidence	5311034	All Races	2000
Maryland	10289	Mortality	5311034	All Races	2000
Maryland	10322	Mortality	5374691	All Races	2001
Maryland	26407	Incidence	5440389	All Races	2002
Maryland	10395	Mortality	5440389	All Races	2002
Maryland	27179	Incidence	5496269	All Races	2003
Maryland	10292	Mortality	5496269	All Races	2003
Maryland	25450	Incidence	5546935	All Races	2004
Maryland	10168	Mortality	5546935	All Races	2004
Maryland	25769	Incidence	5592379	All Races	2005
Maryland	10371	Mortality	5592379	All Races	2005
Maryland	25889	Incidence	5627367	All Races	2006
Maryland	10350	Mortality	5627367	All Races	2006
Maryland	27765	Incidence	5653408	All Races	2007
Maryland	10179	Mortality	5653408	All Races	2007
Maryland	140550	Incidence	28696331	All Races	2009
Maryland	51569	Mortality	28481809	All Races	2009
Maryland	28514	Incidence	5684965	All Races	2008
Maryland	10360	Mortality	5684965	All Races	2008
Maryland	28070	Incidence	5730388	All Races	2009
Maryland	10412	Mortality	5730388	All Races	2009
Maryland	28399	Incidence	5787998	All Races	2010
Maryland	10268	Mortality	5785681	All Races	2010
Maryland	27802	Incidence	5839572	All Races	2011
Maryland	10268	Mortality	5785681	All Races	2011
Maryland	5333	Incidence	1503532	Black	1999
Maryland	2408	Mortality	1503532	Black	1999
Maryland	5649	Incidence	1530353	Black	2000
Maryland	2468	Mortality	1530353	Black	2000
Maryland	2531	Mortality	1561491	Black	2001
Maryland	5694	Incidence	1592833	Black	2002
Maryland	2588	Mortality	1592833	Black	2002
Maryland	6348	Incidence	1621856	Black	2003
Maryland	2586	Mortality	1621856	Black	2003
Maryland	5721	Incidence	1652016	Black	2004
Maryland	2545	Mortality	1652016	Black	2004
Maryland	5830	Incidence	1680707	Black	2005
Maryland	2559	Mortality	1680707	Black	2005
Maryland	5934	Incidence	1705298	Black	2006
Maryland	2627	Mortality	1705298	Black	2006
Maryland	6603	Incidence	1724204	Black	2007
Maryland	2664	Mortality	1724204	Black	2007
Maryland	34900	Incidence	8825915	Black	2009
Maryland	13571	Mortality	8723598	Black	2009
Maryland	6978	Incidence	1741767	Black	2008
Maryland	2788	Mortality	1741767	Black	2008
Maryland	6966	Incidence	1764644	Black	2009
Maryland	2676	Mortality	1764644	Black	2009
Maryland	7251	Incidence	1788253	Black	2010
Maryland	2816	Mortality	1787685	Black	2010
Maryland	7102	Incidence	1807047	Black	2011
Maryland	2816	Mortality	1787685	Black	2011
Maryland	319	Incidence	215069	Hispanic	1999
Maryland	27	Mortality	215069	Hispanic	1999
Maryland	364	Incidence	231155	Hispanic	2000
Maryland	47	Mortality	231155	Hispanic	2000
Maryland	65	Mortality	251351	Hispanic	2001
Maryland	455	Incidence	273885	Hispanic	2002
Maryland	90	Mortality	273885	Hispanic	2002
Maryland	498	Incidence	297565	Hispanic	2003
Maryland	70	Mortality	297565	Hispanic	2003
Maryland	459	Incidence	322895	Hispanic	2004
Maryland	79	Mortality	322895	Hispanic	2004
Maryland	543	Incidence	350749	Hispanic	2005
Maryland	115	Mortality	350749	Hispanic	2005
Maryland	555	Incidence	379462	Hispanic	2006
Maryland	121	Mortality	379462	Hispanic	2006
Maryland	554	Incidence	406186	Hispanic	2007
Maryland	116	Mortality	406186	Hispanic	2007
Maryland	3130	Incidence	2255597	Hispanic	2009
Maryland	642	Mortality	2142567	Hispanic	2009
Maryland	605	Incidence	430375	Hispanic	2008
Maryland	121	Mortality	430375	Hispanic	2008
Maryland	689	Incidence	452784	Hispanic	2009
Maryland	134	Mortality	452784	Hispanic	2009
Maryland	595	Incidence	473540	Hispanic	2010
Maryland	150	Mortality	473760	Hispanic	2010
Maryland	687	Incidence	492712	Hispanic	2011
Maryland	150	Mortality	473760	Hispanic	2011
Maryland	18805	Incidence	3511643	White	1999
Maryland	7596	Mortality	3511643	White	1999
Maryland	18716	Incidence	3528118	White	2000
Maryland	7633	Mortality	3528118	White	2000
Maryland	7603	Mortality	3546882	White	2001
Maryland	19777	Incidence	3566844	White	2002
Maryland	7642	Mortality	3566844	White	2002
Maryland	19929	Incidence	3579519	White	2003
Maryland	7517	Mortality	3579519	White	2003
Maryland	18810	Incidence	3585789	White	2004
Maryland	7429	Mortality	3585789	White	2004
Maryland	18936	Incidence	3587986	White	2005
Maryland	7589	Mortality	3587986	White	2005
Maryland	18853	Incidence	3584885	White	2006
Maryland	7512	Mortality	3584885	White	2006
Maryland	19952	Incidence	3578891	White	2007
Maryland	7317	Mortality	3578891	White	2007
Maryland	98882	Incidence	17979888	White	2009
Maryland	36872	Mortality	17937450	White	2009
Maryland	20266	Incidence	3579667	White	2008
Maryland	7339	Mortality	3579667	White	2008
Maryland	19679	Incidence	3587821	White	2009
Maryland	7501	Mortality	3587821	White	2009
Maryland	19674	Incidence	3607023	White	2010
Maryland	7203	Mortality	3606186	White	2010
Maryland	19311	Incidence	3626486	White	2011
Maryland	7203	Mortality	3606186	White	2011
Massachusetts	33926	Incidence	6317345	All Races	1999
Massachusetts	13853	Mortality	6317345	All Races	1999
Massachusetts	34483	Incidence	6361104	All Races	2000
