state	count	event type	study population	race	year
Alabama	9506	Mortality	4430141	All Races	1999
Alabama	19823	Incidence	4452173	All Races	2000
Alabama	9807	Mortality	4452173	All Races	2000
Alabama	21050	Incidence	4467634	All Races	2001
Alabama	9801	Mortality	4467634	All Races	2001
Alabama	21383	Incidence	4480089	All Races	2002
Alabama	9698	Mortality	4480089	All Races	2002
Alabama	20788	Incidence	4503491	All Races	2003
Alabama	9812	Mortality	4503491	All Races	2003
Alabama	22221	Incidence	4530729	All Races	2004
Alabama	9756	Mortality	4530729	All Races	2004
Alabama	22643	Incidence	4565917	All Races	2005
Alabama	9913	Mortality	4565917	All Races	2005
Alabama	23310	Incidence	4628981	All Races	2006
Alabama	9899	Mortality	4628981	All Races	2006
Alabama	24156	Incidence	4672840	All Races	2007
Alabama	10025	Mortality	4672840	All Races	2007
Alabama	124415	Incidence	23737435	All Races	2009
Alabama	50591	Mortality	23563366	All Races	2009
Alabama	25254	Incidence	4718206	All Races	2008
Alabama	10182	Mortality	4718206	All Races	2008
Alabama	25189	Incidence	4757938	All Races	2009
Alabama	10289	Mortality	4757938	All Races	2009
Alabama	25048	Incidence	4784762	All Races	2010
Alabama	10196	Mortality	4785401	All Races	2010
Alabama	24768	Incidence	4803689	All Races	2011
Alabama	10196	Mortality	4785401	All Races	2011
Alabama	2203	Mortality	1162673	Black	1999
Alabama	3910	Incidence	1170617	Black	2000
Alabama	2212	Mortality	1170617	Black	2000
Alabama	4205	Incidence	1177479	Black	2001
Alabama	2353	Mortality	1177479	Black	2001
Alabama	4289	Incidence	1182591	Black	2002
Alabama	2234	Mortality	1182591	Black	2002
Alabama	4258	Incidence	1190183	Black	2003
Alabama	2238	Mortality	1190183	Black	2003
Alabama	4648	Incidence	1199192	Black	2004
Alabama	2203	Mortality	1199192	Black	2004
Alabama	4839	Incidence	1210020	Black	2005
Alabama	2267	Mortality	1210020	Black	2005
Alabama	4770	Incidence	1230534	Black	2006
Alabama	2225	Mortality	1230534	Black	2006
Alabama	4985	Incidence	1243867	Black	2007
Alabama	2354	Mortality	1243867	Black	2007
Alabama	26155	Incidence	6349220	Black	2009
Alabama	11523	Mortality	6287968	Black	2009
Alabama	5301	Incidence	1259177	Black	2008
Alabama	2323	Mortality	1259177	Black	2008
Alabama	5340	Incidence	1271247	Black	2009
Alabama	2350	Mortality	1271247	Black	2009
Alabama	5274	Incidence	1282716	Black	2010
Alabama	2271	Mortality	1283143	Black	2010
Alabama	5255	Incidence	1292213	Black	2011
Alabama	2271	Mortality	1283143	Black	2011
Alabama	17	Mortality	65183	Hispanic	1999
Alabama	75	Incidence	77016	Hispanic	2000
Alabama	0	Mortality	77016	Hispanic	2000
Alabama	83	Incidence	85722	Hispanic	2001
Alabama	18	Mortality	85722	Hispanic	2001
Alabama	100	Incidence	94179	Hispanic	2002
Alabama	23	Mortality	94179	Hispanic	2002
Alabama	82	Incidence	103472	Hispanic	2003
Alabama	17	Mortality	103472	Hispanic	2003
Alabama	119	Incidence	113284	Hispanic	2004
Alabama	24	Mortality	113284	Hispanic	2004
Alabama	125	Incidence	124991	Hispanic	2005
Alabama	31	Mortality	124991	Hispanic	2005
Alabama	124	Incidence	137842	Hispanic	2006
Alabama	18	Mortality	137842	Hispanic	2006
Alabama	130	Incidence	150652	Hispanic	2007
Alabama	33	Mortality	150652	Hispanic	2007
Alabama	794	Incidence	869221	Hispanic	2009
Alabama	170	Mortality	815424	Hispanic	2009
Alabama	181	Incidence	163709	Hispanic	2008
Alabama	42	Mortality	163709	Hispanic	2008
Alabama	138	Incidence	176518	Hispanic	2009
Alabama	37	Mortality	176518	Hispanic	2009
Alabama	164	Incidence	186528	Hispanic	2010
Alabama	40	Mortality	186703	Hispanic	2010
Alabama	181	Incidence	191814	Hispanic	2011
Alabama	40	Mortality	186703	Hispanic	2011
Alabama	7285	Mortality	3211308	White	1999
Alabama	15538	Incidence	3219856	White	2000
Alabama	7575	Mortality	3219856	White	2000
Alabama	16669	Incidence	3225628	White	2001
Alabama	7421	Mortality	3225628	White	2001
Alabama	16931	Incidence	3229712	White	2002
Alabama	7435	Mortality	3229712	White	2002
Alabama	16293	Incidence	3241836	White	2003
Alabama	7537	Mortality	3241836	White	2003
Alabama	17398	Incidence	3255811	White	2004
Alabama	7521	Mortality	3255811	White	2004
Alabama	17535	Incidence	3276040	White	2005
Alabama	7611	Mortality	3276040	White	2005
Alabama	18289	Incidence	3314160	White	2006
Alabama	7630	Mortality	3314160	White	2006
Alabama	18832	Incidence	3340633	White	2007
Alabama	7645	Mortality	3340633	White	2007
Alabama	95941	Incidence	16905204	White	2009
Alabama	38856	Mortality	16811616	White	2009
Alabama	19486	Incidence	3366536	White	2008
Alabama	7810	Mortality	3366536	White	2008
Alabama	19383	Incidence	3389202	White	2009
Alabama	7899	Mortality	3389202	White	2009
Alabama	19312	Incidence	3400893	White	2010
Alabama	7872	Mortality	3401085	White	2010
Alabama	18928	Incidence	3407940	White	2011
Alabama	7872	Mortality	3401085	White	2011
Alaska	1967	Incidence	624779	All Races	1999
Alaska	633	Mortality	624779	All Races	1999
Alaska	2054	Incidence	627963	All Races	2000
Alaska	704	Mortality	627963	All Races	2000
Alaska	2188	Incidence	633714	All Races	2001
Alaska	689	Mortality	633714	All Races	2001
Alaska	2239	Incidence	642337	All Races	2002
Alaska	715	Mortality	642337	All Races	2002
Alaska	2264	Incidence	648414	All Races	2003
Alaska	735	Mortality	648414	All Races	2003
Alaska	2433	Incidence	659286	All Races	2004
Alaska	728	Mortality	659286	All Races	2004
Alaska	2370	Incidence	666946	All Races	2005
Alaska	732	Mortality	666946	All Races	2005
Alaska	2496	Incidence	675302	All Races	2006
Alaska	790	Mortality	675302	All Races	2006
Alaska	2515	Incidence	680300	All Races	2007
Alaska	839	Mortality	680300	All Races	2007
Alaska	13207	Incidence	3504556	All Races	2009
Alaska	4275	Mortality	3456098	All Races	2009
Alaska	2670	Incidence	687455	All Races	2008
Alaska	867	Mortality	687455	All Races	2008
Alaska	2646	Incidence	698895	All Races	2009
Alaska	895	Mortality	698895	All Races	2009
Alaska	2744	Incidence	714046	All Races	2010
Alaska	884	Mortality	714146	All Races	2010
Alaska	2632	Incidence	723860	All Races	2011
Alaska	884	Mortality	714146	All Races	2011
Alaska	54	Incidence	26610	Black	1999
Alaska	0	Mortality	26610	Black	1999
Alaska	51	Incidence	26707	Black	2000
Alaska	21	Mortality	26707	Black	2000
Alaska	64	Incidence	27347	Black	2001
Alaska	21	Mortality	27347	Black	2001
Alaska	63	Incidence	28157	Black	2002
Alaska	22	Mortality	28157	Black	2002
Alaska	57	Incidence	28196	Black	2003
Alaska	16	Mortality	28196	Black	2003
Alaska	70	Incidence	28663	Black	2004
Alaska	16	Mortality	28663	Black	2004
Alaska	63	Incidence	28771	Black	2005
Alaska	26	Mortality	28771	Black	2005
Alaska	51	Incidence	29078	Black	2006
Alaska	0	Mortality	29078	Black	2006
Alaska	67	Incidence	29592	Black	2007
Alaska	25	Mortality	29592	Black	2007
Alaska	360	Incidence	154810	Black	2009
Alaska	103	Mortality	151063	Black	2009
Alaska	69	Incidence	30075	Black	2008
Alaska	28	Mortality	30075	Black	2008
Alaska	71	Incidence	30573	Black	2009
Alaska	0	Mortality	30573	Black	2009
Alaska	93	Incidence	31720	Black	2010
Alaska	28	Mortality	31745	Black	2010
Alaska	60	Incidence	32850	Black	2011
Alaska	28	Mortality	31745	Black	2011
Alaska	42	Incidence	23997	Hispanic	1999
Alaska	0	Mortality	23997	Hispanic	1999
Alaska	0	Incidence	25963	Hispanic	2000
Alaska	0	Mortality	25963	Hispanic	2000
Alaska	52	Incidence	27989	Hispanic	2001
Alaska	0	Mortality	27989	Hispanic	2001
Alaska	35	Incidence	29943	Hispanic	2002
Alaska	16	Mortality	29943	Hispanic	2002
Alaska	0	Incidence	31417	Hispanic	2003
Alaska	0	Mortality	31417	Hispanic	2003
Alaska	47	Incidence	32879	Hispanic	2004
Alaska	0	Mortality	32879	Hispanic	2004
Alaska	49	Incidence	34422	Hispanic	2005
Alaska	0	Mortality	34422	Hispanic	2005
Alaska	51	Incidence	35505	Hispanic	2006
Alaska	0	Mortality	35505	Hispanic	2006
Alaska	62	Incidence	36229	Hispanic	2007
Alaska	0	Mortality	36229	Hispanic	2007
Alaska	271	Incidence	193076	Hispanic	2009
Alaska	54	Mortality	186816	Hispanic	2009
Alaska	58	Incidence	37256	Hispanic	2008
Alaska	0	Mortality	37256	Hispanic	2008
Alaska	42	Incidence	38232	Hispanic	2009
Alaska	0	Mortality	38232	Hispanic	2009
Alaska	52	Incidence	39564	Hispanic	2010
Alaska	0	Mortality	39594	Hispanic	2010
Alaska	57	Incidence	41795	Hispanic	2011
Alaska	0	Mortality	39594	Hispanic	2011
Alaska	1526	Incidence	462052	White	1999
Alaska	488	Mortality	462052	White	1999
Alaska	1619	Incidence	461096	White	2000
Alaska	539	Mortality	461096	White	2000
Alaska	1713	Incidence	463818	White	2001
Alaska	509	Mortality	463818	White	2001
Alaska	1745	Incidence	468708	White	2002
Alaska	526	Mortality	468708	White	2002
Alaska	1737	Incidence	471541	White	2003
Alaska	558	Mortality	471541	White	2003
Alaska	1861	Incidence	478466	White	2004
Alaska	536	Mortality	478466	White	2004
Alaska	1804	Incidence	482692	White	2005
Alaska	536	Mortality	482692	White	2005
Alaska	1939	Incidence	487954	White	2006
Alaska	592	Mortality	487954	White	2006
Alaska	1924	Incidence	490413	White	2007
Alaska	605	Mortality	490413	White	2007
Alaska	10059	Incidence	2508704	White	2009
Alaska	3165	Mortality	2481987	White	2009
Alaska	2085	Incidence	493965	White	2008
Alaska	651	Mortality	493965	White	2008
Alaska	2000	Incidence	499867	White	2009
Alaska	675	Mortality	499867	White	2009
Alaska	2058	Incidence	509642	White	2010
Alaska	642	Mortality	509788	White	2010
Alaska	1992	Incidence	514817	White	2011
Alaska	642	Mortality	509788	White	2011
Arizona	21174	Incidence	5023823	All Races	1999
Arizona	9006	Mortality	5023823	All Races	1999
Arizona	21930	Incidence	5160586	All Races	2000
Arizona	9073	Mortality	5160586	All Races	2000
Arizona	23136	Incidence	5273477	All Races	2001
Arizona	9142	Mortality	5273477	All Races	2001
Arizona	23272	Incidence	5396255	All Races	2002
Arizona	9359	Mortality	5396255	All Races	2002
Arizona	23570	Incidence	5510364	All Races	2003
Arizona	9625	Mortality	5510364	All Races	2003
Arizona	24105	Incidence	5652404	All Races	2004
Arizona	9618	Mortality	5652404	All Races	2004
Arizona	24535	Incidence	5839077	All Races	2005
Arizona	9820	Mortality	5839077	All Races	2005
Arizona	25653	Incidence	6029141	All Races	2006
Arizona	9918	Mortality	6029141	All Races	2006
Arizona	26848	Incidence	6167681	All Races	2007
Arizona	10133	Mortality	6167681	All Races	2007
Arizona	135605	Incidence	31669322	All Races	2009
Arizona	51081	Mortality	31233496	All Races	2009
Arizona	26583	Incidence	6280362	All Races	2008
Arizona	10081	Mortality	6280362	All Races	2008
Arizona	27916	Incidence	6343154	All Races	2009
Arizona	10271	Mortality	6343154	All Races	2009
Arizona	26692	Incidence	6410810	All Races	2010
Arizona	10678	Mortality	6413158	All Races	2010
Arizona	27566	Incidence	6467315	All Races	2011
Arizona	10678	Mortality	6413158	All Races	2011
Arizona	430	Incidence	177619	Black	1999
Arizona	199	Mortality	177619	Black	1999
Arizona	436	Incidence	184843	Black	2000
Arizona	204	Mortality	184843	Black	2000
Arizona	467	Incidence	194201	Black	2001
Arizona	209	Mortality	194201	Black	2001
Arizona	445	Incidence	204176	Black	2002
Arizona	221	Mortality	204176	Black	2002
Arizona	474	Incidence	213993	Black	2003
Arizona	224	Mortality	213993	Black	2003
Arizona	554	Incidence	226956	Black	2004
Arizona	233	Mortality	226956	Black	2004
Arizona	544	Incidence	243074	Black	2005
Arizona	239	Mortality	243074	Black	2005
Arizona	609	Incidence	262150	Black	2006
Arizona	235	Mortality	262150	Black	2006
Arizona	705	Incidence	278537	Black	2007
Arizona	275	Mortality	278537	Black	2007
Arizona	3612	Incidence	1524292	Black	2009
Arizona	1367	Mortality	1460670	Black	2009
Arizona	659	Incidence	294617	Black	2008
Arizona	270	Mortality	294617	Black	2008
Arizona	734	Incidence	308020	Black	2009
Arizona	270	Mortality	308020	Black	2009
Arizona	709	Incidence	317261	Black	2010
Arizona	317	Mortality	317346	Black	2010
Arizona	805	Incidence	325857	Black	2011
Arizona	317	Mortality	317346	Black	2011
Arizona	1913	Incidence	1235716	Hispanic	1999
Arizona	708	Mortality	1235716	Hispanic	1999
Arizona	2087	Incidence	1309389	Hispanic	2000
Arizona	802	Mortality	1309389	Hispanic	2000
Arizona	2269	Incidence	1366916	Hispanic	2001
Arizona	815	Mortality	1366916	Hispanic	2001
Arizona	2393	Incidence	1426437	Hispanic	2002
Arizona	863	Mortality	1426437	Hispanic	2002
Arizona	2515	Incidence	1480908	Hispanic	2003
Arizona	953	Mortality	1480908	Hispanic	2003
Arizona	2584	Incidence	1541006	Hispanic	2004
Arizona	922	Mortality	1541006	Hispanic	2004
Arizona	2705	Incidence	1618339	Hispanic	2005
Arizona	963	Mortality	1618339	Hispanic	2005
Arizona	2924	Incidence	1701963	Hispanic	2006
Arizona	899	Mortality	1701963	Hispanic	2006
Arizona	3157	Incidence	1773645	Hispanic	2007
Arizona	1044	Mortality	1773645	Hispanic	2007
Arizona	16154	Incidence	9312266	Hispanic	2009
Arizona	5308	Mortality	9081160	Hispanic	2009
Arizona	3164	Incidence	1830866	Hispanic	2008
Arizona	1076	Mortality	1830866	Hispanic	2008
Arizona	3288	Incidence	1866820	Hispanic	2009
Arizona	1135	Mortality	1866820	Hispanic	2009
Arizona	3083	Incidence	1905951	Hispanic	2010
Arizona	1154	Mortality	1907866	Hispanic	2010
Arizona	3462	Incidence	1934984	Hispanic	2011
Arizona	1154	Mortality	1907866	Hispanic	2011
Arizona	20066	Incidence	4460582	White	1999
Arizona	8595	Mortality	4460582	White	1999
Arizona	20729	Incidence	4578915	White	2000
Arizona	8630	Mortality	4578915	White	2000
Arizona	21813	Incidence	4669299	White	2001
Arizona	8651	Mortality	4669299	White	2001
Arizona	21957	Incidence	4766279	White	2002
Arizona	8892	Mortality	4766279	White	2002
Arizona	21917	Incidence	4854518	White	2003
Arizona	9122	Mortality	4854518	White	2003
Arizona	22490	Incidence	4965804	White	2004
Arizona	9096	Mortality	4965804	White	2004
Arizona	22663	Incidence	5111992	White	2005
Arizona	9321	Mortality	5111992	White	2005
Arizona	23718	Incidence	5255478	White	2006
Arizona	9447	Mortality	5255478	White	2006
Arizona	24765	Incidence	5354405	White	2007
Arizona	9540	Mortality	5354405	White	2007
Arizona	124522	Incidence	27300747	White	2009
Arizona	48088	Mortality	27014837	White	2009
Arizona	24491	Incidence	5429954	White	2008
Arizona	9471	Mortality	5429954	White	2008
Arizona	25446	Incidence	5464047	White	2009
Arizona	9637	Mortality	5464047	White	2009
Arizona	24477	Incidence	5508482	White	2010
Arizona	9993	Mortality	5510953	White	2010
Arizona	25343	Incidence	5543859	White	2011
Arizona	9993	Mortality	5510953	White	2011
Arkansas	6137	Mortality	2651860	All Races	1999
Arkansas	6090	Mortality	2678588	All Races	2000
Arkansas	13215	Incidence	2691571	All Races	2001
Arkansas	6091	Mortality	2691571	All Races	2001
Arkansas	6282	Mortality	2705927	All Races	2002
Arkansas	13823	Incidence	2724816	All Races	2003
Arkansas	6119	Mortality	2724816	All Races	2003
Arkansas	13906	Incidence	2749686	All Races	2004
Arkansas	6304	Mortality	2749686	All Races	2004
Arkansas	14184	Incidence	2781097	All Races	2005
Arkansas	6361	Mortality	2781097	All Races	2005
Arkansas	14397	Incidence	2821761	All Races	2006
Arkansas	6177	Mortality	2821761	All Races	2006
Arkansas	14838	Incidence	2848650	All Races	2007
Arkansas	6388	Mortality	2848650	All Races	2007
Arkansas	73906	Incidence	14481379	All Races	2009
Arkansas	32079	Mortality	14363396	All Races	2009
Arkansas	14756	Incidence	2874554	All Races	2008
Arkansas	6526	Mortality	2874554	All Races	2008
Arkansas	14793	Incidence	2896843	All Races	2009
Arkansas	6513	Mortality	2896843	All Races	2009
Arkansas	14777	Incidence	2922750	All Races	2010
Arkansas	6475	Mortality	2921588	All Races	2010
Arkansas	14742	Incidence	2938582	All Races	2011
Arkansas	6475	Mortality	2921588	All Races	2011
Arkansas	835	Mortality	424438	Black	1999
Arkansas	815	Mortality	427259	Black	2000
Arkansas	1479	Incidence	429929	Black	2001
Arkansas	763	Mortality	429929	Black	2001
Arkansas	815	Mortality	432330	Black	2002
Arkansas	1474	Incidence	435025	Black	2003
Arkansas	825	Mortality	435025	Black	2003
Arkansas	1571	Incidence	438712	Black	2004
Arkansas	800	Mortality	438712	Black	2004
Arkansas	1631	Incidence	442674	Black	2005
Arkansas	842	Mortality	442674	Black	2005
Arkansas	1604	Incidence	450382	Black	2006
Arkansas	801	Mortality	450382	Black	2006
Arkansas	1656	Incidence	453433	Black	2007
Arkansas	822	Mortality	453433	Black	2007
Arkansas	8534	Incidence	2312844	Black	2009
Arkansas	4142	Mortality	2292152	Black	2009
Arkansas	1690	Incidence	458375	Black	2008
Arkansas	871	Mortality	458375	Black	2008
Arkansas	1657	Incidence	462207	Black	2009
Arkansas	831	Mortality	462207	Black	2009
Arkansas	1725	Incidence	467875	Black	2010
Arkansas	817	Mortality	467755	Black	2010
Arkansas	1806	Incidence	470954	Black	2011
Arkansas	817	Mortality	467755	Black	2011
Arkansas	0	Mortality	74627	Hispanic	1999
Arkansas	0	Mortality	87804	Hispanic	2000
Arkansas	76	Incidence	96526	Hispanic	2001
Arkansas	0	Mortality	96526	Hispanic	2001
Arkansas	0	Mortality	105694	Hispanic	2002
Arkansas	97	Incidence	115624	Hispanic	2003
Arkansas	0	Mortality	115624	Hispanic	2003
Arkansas	106	Incidence	125103	Hispanic	2004
Arkansas	27	Mortality	125103	Hispanic	2004
Arkansas	124	Incidence	137148	Hispanic	2005
Arkansas	32	Mortality	137148	Hispanic	2005
Arkansas	155	Incidence	149583	Hispanic	2006
Arkansas	29	Mortality	149583	Hispanic	2006
Arkansas	166	Incidence	160397	Hispanic	2007
Arkansas	30	Mortality	160397	Hispanic	2007
Arkansas	908	Incidence	890067	Hispanic	2009
Arkansas	191	Mortality	846556	Hispanic	2009
Arkansas	140	Incidence	170231	Hispanic	2008
Arkansas	42	Mortality	170231	Hispanic	2008
Arkansas	157	Incidence	179039	Hispanic	2009
Arkansas	46	Mortality	179039	Hispanic	2009
Arkansas	191	Incidence	187242	Hispanic	2010
Arkansas	44	Mortality	187306	Hispanic	2010
Arkansas	254	Incidence	193158	Hispanic	2011
Arkansas	44	Mortality	187306	Hispanic	2011
Arkansas	5288	Mortality	2187944	White	1999
Arkansas	5252	Mortality	2206753	White	2000
Arkansas	11608	Incidence	2214656	White	2001
Arkansas	5305	Mortality	2214656	White	2001
Arkansas	5432	Mortality	2224117	White	2002
Arkansas	12205	Incidence	2237427	White	2003
Arkansas	5267	Mortality	2237427	White	2003
Arkansas	12195	Incidence	2255345	White	2004
Arkansas	5483	Mortality	2255345	White	2004
Arkansas	12405	Incidence	2278997	White	2005
Arkansas	5492	Mortality	2278997	White	2005
Arkansas	12556	Incidence	2308449	White	2006
Arkansas	5347	Mortality	2308449	White	2006
Arkansas	12898	Incidence	2328952	White	2007
Arkansas	5542	Mortality	2328952	White	2007
Arkansas	63446	Incidence	11803483	White	2009
Arkansas	27757	Mortality	11723074	White	2009
Arkansas	12717	Incidence	2346846	White	2008
Arkansas	5615	Mortality	2346846	White	2008
Arkansas	12687	Incidence	2361582	White	2009
Arkansas	5632	Mortality	2361582	White	2009
Arkansas	12597	Incidence	2378139	White	2010
Arkansas	5621	Mortality	2377245	White	2010
Arkansas	12547	Incidence	2387964	White	2011
Arkansas	5621	Mortality	2377245	White	2011
Atlanta	9451	Incidence	2850396	All Races	1999
Atlanta	10059	Incidence	2929629	All Races	2000
Atlanta	10543	Incidence	2979471	All Races	2001
Atlanta	10939	Incidence	3006971	All Races	2002
Atlanta	10822	Incidence	3031376	All Races	2003
Atlanta	11248	Incidence	3058821	All Races	2004
Atlanta	11482	Incidence	3101759	All Races	2005
Atlanta	11798	Incidence	3182600	All Races	2006
Atlanta	12708	Incidence	3245299	All Races	2007
Atlanta	65697	Incidence	16688643	All Races	2009
Atlanta	13032	Incidence	3296982	All Races	2008
Atlanta	13258	Incidence	3337288	All Races	2009
Atlanta	13157	Incidence	3376601	All Races	2010
Atlanta	13542	Incidence	3432473	All Races	2011
Atlanta	2622	Incidence	1028940	Black	1999
Atlanta	2822	Incidence	1071580	Black	2000
Atlanta	2976	Incidence	1102697	Black	2001
Atlanta	3220	Incidence	1126146	Black	2002
Atlanta	3346	Incidence	1145782	Black	2003
Atlanta	3513	Incidence	1168600	Black	2004
Atlanta	3713	Incidence	1197284	Black	2005
Atlanta	3863	Incidence	1248762	Black	2006
Atlanta	4279	Incidence	1287892	Black	2007
Atlanta	22672	Incidence	6728633	Black	2009
Atlanta	4378	Incidence	1318356	Black	2008
Atlanta	4581	Incidence	1348313	Black	2009
Atlanta	4639	Incidence	1372121	Black	2010
Atlanta	4795	Incidence	1401951	Black	2011
Atlanta	191	Incidence	205007	Hispanic	1999
Atlanta	242	Incidence	233764	Hispanic	2000
Atlanta	283	Incidence	251792	Hispanic	2001
Atlanta	286	Incidence	269361	Hispanic	2002
Atlanta	267	Incidence	285058	Hispanic	2003
Atlanta	319	Incidence	303280	Hispanic	2004
Atlanta	345	Incidence	323140	Hispanic	2005
Atlanta	353	Incidence	347320	Hispanic	2006
Atlanta	444	Incidence	371558	Hispanic	2007
Atlanta	2368	Incidence	2031529	Hispanic	2009
Atlanta	495	Incidence	392212	Hispanic	2008
Atlanta	460	Incidence	409298	Hispanic	2009
Atlanta	461	Incidence	425415	Hispanic	2010
Atlanta	508	Incidence	433046	Hispanic	2011
Atlanta	6630	Incidence	1687442	White	1999
Atlanta	7005	Incidence	1712165	White	2000
Atlanta	7315	Incidence	1720101	White	2001
Atlanta	7448	Incidence	1712996	White	2002
Atlanta	7217	Incidence	1707519	White	2003
Atlanta	7454	Incidence	1701631	White	2004
Atlanta	7435	Incidence	1703897	White	2005
Atlanta	7587	Incidence	1718994	White	2006
Atlanta	8002	Incidence	1730221	White	2007
Atlanta	40556	Incidence	8719597	White	2009
Atlanta	8161	Incidence	1739520	White	2008
Atlanta	8180	Incidence	1739958	White	2009
Atlanta	8023	Incidence	1745657	White	2010
Atlanta	8190	Incidence	1764241	White	2011
California	136240	Incidence	33499204	All Races	1999
California	53064	Mortality	33499204	All Races	1999
California	137226	Incidence	33987977	All Races	2000
California	53155	Mortality	33987977	All Races	2000
California	142070	Incidence	34479458	All Races	2001
California	53923	Mortality	34479458	All Races	2001
California	143752	Incidence	34871843	All Races	2002
California	54143	Mortality	34871843	All Races	2002
California	142244	Incidence	35253159	All Races	2003
California	54319	Mortality	35253159	All Races	2003
California	146057	Incidence	35574576	All Races	2004
California	53700	Mortality	35574576	All Races	2004
California	147862	Incidence	35827943	All Races	2005
California	54729	Mortality	35827943	All Races	2005
California	149319	Incidence	36021202	All Races	2006
California	54140	Mortality	36021202	All Races	2006
California	155597	Incidence	36250311	All Races	2007
California	55011	Mortality	36250311	All Races	2007
California	790676	Incidence	184834220	All Races	2009
California	276280	Mortality	183175277	All Races	2009
California	157667	Incidence	36604337	All Races	2008
California	54686	Mortality	36604337	All Races	2008
California	159397	Incidence	36961229	All Races	2009
California	55990	Mortality	36961229	All Races	2009
California	159368	Incidence	37334410	All Races	2010
California	56453	Mortality	37338198	All Races	2010
California	158647	Incidence	37683933	All Races	2011
California	56453	Mortality	37338198	All Races	2011
California	8885	Incidence	2502469	Black	1999
California	3969	Mortality	2502469	Black	1999
California	8757	Incidence	2523792	Black	2000
California	3940	Mortality	2523792	Black	2000
California	9119	Incidence	2547829	Black	2001
California	4091	Mortality	2547829	Black	2001
California	9140	Incidence	2567326	Black	2002
California	4047	Mortality	2567326	Black	2002
California	9288	Incidence	2585567	Black	2003
California	4126	Mortality	2585567	Black	2003
California	9609	Incidence	2603152	Black	2004
California	4149	Mortality	2603152	Black	2004
California	9725	Incidence	2615407	Black	2005
California	4163	Mortality	2615407	Black	2005
California	9635	Incidence	2626937	Black	2006
California	4044	Mortality	2626937	Black	2006
California	10049	Incidence	2639369	Black	2007
California	4127	Mortality	2639369	Black	2007
California	51728	Incidence	13463744	Black	2009
California	20821	Mortality	13345734	Black	2009
California	10098	Incidence	2662354	Black	2008
California	4057	Mortality	2662354	Black	2008
California	10622	Incidence	2691724	Black	2009
California	4330	Mortality	2691724	Black	2009
California	10510	Incidence	2725079	Black	2010
California	4263	Mortality	2725350	Black	2010
California	10449	Incidence	2745218	Black	2011
California	4263	Mortality	2725350	Black	2011
California	17473	Incidence	10682606	Hispanic	1999
California	5665	Mortality	10682606	Hispanic	1999
California	18277	Incidence	11054553	Hispanic	2000
California	5801	Mortality	11054553	Hispanic	2000
California	19366	Incidence	11383962	Hispanic	2001
California	6221	Mortality	11383962	Hispanic	2001
California	20544	Incidence	11705795	Hispanic	2002
California	6407	Mortality	11705795	Hispanic	2002
California	21047	Incidence	12030015	Hispanic	2003
California	6666	Mortality	12030015	Hispanic	2003
California	22334	Incidence	12335567	Hispanic	2004
California	6810	Mortality	12335567	Hispanic	2004
California	23478	Incidence	12619831	Hispanic	2005
California	7429	Mortality	12619831	Hispanic	2005
California	23841	Incidence	12876105	Hispanic	2006
California	7644	Mortality	12876105	Hispanic	2006
California	25355	Incidence	13136305	Hispanic	2007
California	7788	Mortality	13136305	Hispanic	2007
California	137334	Incidence	68719167	Hispanic	2009
California	40733	Mortality	67303356	Hispanic	2009
California	26809	Incidence	13447993	Hispanic	2008
California	8097	Mortality	13447993	Hispanic	2008
California	27613	Incidence	13759867	Hispanic	2009
California	8459	Mortality	13759867	Hispanic	2009
California	28222	Incidence	14069778	Hispanic	2010
California	8745	Mortality	14083086	Hispanic	2010
California	29335	Incidence	14305224	Hispanic	2011
California	8745	Mortality	14083086	Hispanic	2011
California	115028	Incidence	26492434	White	1999
California	45102	Mortality	26492434	White	1999
California	115638	Incidence	26811620	White	2000
California	45024	Mortality	26811620	White	2000
California	118877	Incidence	27098184	White	2001
California	45439	Mortality	27098184	White	2001
California	119907	Incidence	27309018	White	2002
California	45630	Mortality	27309018	White	2002
California	117952	Incidence	27511542	White	2003
California	45505	Mortality	27511542	White	2003
California	120520	Incidence	27663667	White	2004
California	44682	Mortality	27663667	White	2004
California	121798	Incidence	27746395	White	2005
California	45444	Mortality	27746395	White	2005
California	122606	Incidence	27773583	White	2006
California	44972	Mortality	27773583	White	2006
California	126816	Incidence	27832336	White	2007
California	45395	Mortality	27832336	White	2007
California	638728	Incidence	140805504	White	2009
California	227225	Mortality	140074004	White	2009
California	128247	Incidence	27990346	White	2008
California	44940	Mortality	27990346	White	2008
California	128871	Incidence	28147510	White	2009
California	45858	Mortality	28147510	White	2009
California	127893	Incidence	28318035	White	2010
California	46060	Mortality	28330229	White	2010
California	126901	Incidence	28517277	White	2011
California	46060	Mortality	28330229	White	2011
Colorado	16119	Incidence	4226018	All Races	1999
Colorado	5862	Mortality	4226018	All Races	1999
Colorado	16750	Incidence	4326921	All Races	2000
Colorado	5922	Mortality	4326921	All Races	2000
Colorado	17796	Incidence	4425687	All Races	2001
Colorado	6145	Mortality	4425687	All Races	2001
Colorado	17937	Incidence	4490406	All Races	2002
Colorado	6384	Mortality	4490406	All Races	2002
Colorado	18044	Incidence	4528732	All Races	2003
Colorado	6417	Mortality	4528732	All Races	2003
Colorado	18315	Incidence	4575013	All Races	2004
Colorado	6196	Mortality	4575013	All Races	2004
Colorado	18851	Incidence	4631888	All Races	2005
